607aaa,2024-12-05 17:00:21,OPEN,,
436a92,2024-12-05 17:04:48,OPEN,,
8d7524,2024-12-05 17:05:01,TEST,motouber,0
60d37d,2024-12-05 17:05:01,TEST,motouber,0
111cdd,2024-12-05 17:05:02,TEST,motouber,0
6f9f0d,2024-12-05 18:12:08,TEST,motouber,0
4aa892,2024-12-06 15:34:22,OPEN,,
47059a,2024-12-06 15:35:33,TEST,motouber,0
853c6c,2024-12-06 15:35:34,TEST,motouber,0
16f15c,2024-12-06 15:35:35,TEST,motouber,0
c2832e,2024-12-06 16:04:03,TEST,motouber,0
a4caf1,2024-12-06 16:04:04,TEST,motouber,0
8205d1,2024-12-06 16:04:46,TEST,motouber,0
24d5c2,2024-12-06 16:13:52,TEST,motouber,0
26bbd0,2024-12-06 16:13:53,TEST,motouber,0
4c7434,2024-12-06 16:31:38,TEST,motouber,0
270412,2024-12-06 16:32:09,TEST,motouber,0
c407a0,2024-12-13 16:45:28,OPEN,,
260809,2024-12-13 16:45:41,TEST,motouber,0
60292a,2024-12-13 16:45:42,TEST,motouber,0
ded13d,2024-12-13 16:45:43,TEST,motouber,0
b64c12,2024-12-13 16:45:50,QUIT,,
